  
02:45:16:BC:EF:18,2018-10-31 17:22:26,2018-10-31 17:22:26,-83,
02:46:48:47:DB:F9,2018-10-31 16:55:06,2018-10-31 16:55:06,-90,
02:4A:81:A9:8E:C4,2018-10-31 16:55:03,2018-10-31 16:55:03,-72,
02:4B:68:35:E6:92,2018-10-31 17:42:29,2018-10-31 17:42:29,-90,
02:4B:E0:2E:BF:1E,2018-10-31 17:00:12,2018-10-31 17:00:12,-79,
02:4D:2B:29:98:88,2018-10-31 17:01:58,2018-10-31 17:01:58,-74,
02:53:46:B7:01:66,2018-10-31 16:55:28,2018-10-31 16:55:28,-91,
02:57:68:C1:A7:78,2018-10-31 17:42:14,2018-10-31 17:42:14,-76,
02:57:CD:9B:0A:DC,2018-10-31 17:12:57,2018-10-31 17:12:57,-84,
02:59:0E:BA:12:98,2018-10-31 17:42:04,2018-10-31 17:42:04,-65,
02:5F:AD:B5:01:E5,2018-10-31 17:28:26,2018-10-31 17:28:26,-87,
02:60:F9:62:CF:75,2018-10-31 17:05:08,2018-10-31 17:05:08,-90,
02:62:3E:BB:12:4E,2018-10-31 17:35:41,2018-10-31 17:35:41,-93,
02:62:6D:56:06:AF,2018-10-31 17:45:07,2018-10-31 17:45:07,-70,
02:62:86:FE:D0:4A,2018-10-31 17:48:02,2018-10-31 17:48:02,-90,
02:63:58:79:20:CF,2018-10-31 17:05:16,2018-10-31 17:05:16,-65,
02:65:C4:27:47:B9,2018-10-31 17:13:53,2018-10-31 17:13:53,-80,
02:66:38:5A:54:44,2018-10-31 17:39:43,2018-10-31 17:39:43,-90,
02:66:76:5A:6C:03,2018-10-31 16:56:01,2018-10-31 16:56:01,-87,
02:71:4C:70:43:23,2018-10-31 16:53:08,2018-10-31 16:53:08,-90,
02:75:02:7B:E1:84,2018-10-31 17:29:18,2018-10-31 17:29:19,-72,
02:77:17:4F:57:4B,2018-10-31 17:22:23,2018-10-31 17:22:24,-68,
02:77:6A:F2:92:9B,2018-10-31 17:31:21,2018-10-31 17:31:21,-90,
02:79:EA:EF:A7:3D,2018-10-31 17:27:41,2018-10-31 17:27:41,-89,
02:7D:4E:FE:50:F8,2018-10-31 17:11:53,2018-10-31 17:11:53,-89,
02:7F:D4:66:EC:64,2018-10-31 17:35:29,2018-10-31 17:35:29,-70,
02:82:00:2F:74:6B,2018-10-31 17:32:44,2018-10-31 17:32:44,-75,
02:83:9F:BA:AF:60,2018-10-31 17:42:06,2018-10-31 17:42:06,-82,
02:84:E5:B8:AF:5C,2018-10-31 17:25:13,2018-10-31 17:25:13,-59,
02:85:50:38:A8:D2,2018-10-31 17:40:26,2018-10-31 17:40:27,-66,
02:85:C7:8B:4B:6D,2018-10-31 17:28:01,2018-10-31 17:28:01,-77,
02:85:FD:00:52:4C,2018-10-31 16:59:19,2018-10-31 16:59:19,-70,
02:86:7B:73:A7:8B,2018-10-31 17:43:24,2018-10-31 17:43:24,-79,
02:87:61:1D:02:60,2018-10-31 17:00:59,2018-10-31 17:00:59,-85,
02:89:F3:34:47:42,2018-10-31 16:55:21,2018-10-31 16:55:21,-91,
02:8B:EF:2E:0E:E5,2018-10-31 17:21:01,2018-10-31 17:21:02,-82,
02:92:3F:45:3B:F0,2018-10-31 17:38:24,2018-10-31 17:38:26,-74,
02:92:41:E3:EF:8B,2018-10-31 17:41:51,2018-10-31 17:41:51,-79,
02:96:B8:5A:1D:3F,2018-10-31 16:55:56,2018-10-31 16:55:56,-64,
02:97:50:F8:87:5B,2018-10-31 17:39:42,2018-10-31 17:39:42,-91,
02:98:FD:D4:08:AC,2018-10-31 17:10:03,2018-10-31 17:10:03,-88,
02:9D:15:4D:54:DE,2018-10-31 17:10:32,2018-10-31 17:10:32,-85,
02:9E:6D:71:7C:FE,2018-10-31 17:32:51,2018-10-31 17:32:52,-75,
02:A6:37:9E:4D:EC,2018-10-31 17:39:58,2018-10-31 17:39:59,-77,
02:A9:D0:E5:8E:B4,2018-10-31 17:03:14,2018-10-31 17:03:14,-75,
02:AA:09:91:4B:E6,2018-10-31 17:48:47,2018-10-31 17:48:47,-75,
02:AF:D9:E8:3B:A1,2018-10-31 17:45:23,2018-10-31 17:45:24,-69,
02:B0:B2:CF:40:FF,2018-10-31 17:30:31,2018-10-31 17:30:31,-79,
02:B2:0A:F4:D5:3F,2018-10-31 16:58:08,2018-10-31 16:58:08,-64,
02:B5:1D:DC:8C:D5,2018-10-31 16:58:51,2018-10-31 16:58:51,-85,
02:B9:E4:64:E7:70,2018-10-31 16:54:51,2018-10-31 16:54:51,-66,
02:BC:39:CD:D5:DC,2018-10-31 17:07:11,2018-10-31 17:07:11,-70,
02:CD:31:40:64:B0,2018-10-31 17:44:41,2018-10-31 17:44:41,-80,
02:CF:4B:06:D7:CF,2018-10-31 16:56:19,2018-10-31 16:56:19,-90,
02:CF:7F:CD:A8:E1,2018-10-31 17:44:02,2018-10-31 17:44:02,-71,
02:D6:13:B7:8B:6C,2018-10-31 17:17:11,2018-10-31 17:17:11,-80,
02:D7:51:2E:A6:75,2018-10-31 17:28:01,2018-10-31 17:28:02,-76,
02:DD:4F:0E:E6:D3,2018-10-31 17:33:36,2018-10-31 17:33:36,-84,
02:DD:D7:9D:32:BB,2018-10-31 17:36:54,2018-10-31 17:36:54,-68,
02:E0:6A:AC:E7:D1,2018-10-31 16:58:13,2018-10-31 16:58:14,-73,
02:E1:C9:A8:F2:0C,2018-10-31 17:02:48,2018-10-31 17:02:49,-86,
02:E2:F7:5D:A3:43,2018-10-31 17:39:02,2018-10-31 17:39:02,-70,
02:E3:AF:56:38:72,2018-10-31 17:20:18,2018-10-31 17:20:18,-92,
02:E9:8E:23:C0:BB,2018-10-31 16:57:48,2018-10-31 16:57:49,-72,
02:EB:FD:E3:33:63,2018-10-31 17:05:29,2018-10-31 17:05:29,-90,
02:EE:54:86:5E:E9,2018-10-31 17:29:24,2018-10-31 17:29:24,-92,
02:F0:B8:05:EE:B8,2018-10-31 16:55:23,2018-10-31 16:55:24,-57,
02:F0:C7:2A:31:9A,2018-10-31 17:12:40,2018-10-31 17:12:41,-70,
02:F4:59:34:76:81,2018-10-31 17:43:08,2018-10-31 17:43:09,-72,
04:32:F4:20:03:D0,2018-10-31 17:26:28,2018-10-31 17:26:33,-93,
04:4F:4C:FC:F0:92,2018-10-31 17:17:24,2018-10-31 17:17:28,-88,
04:D6:AA:19:8F:6C,2018-10-31 17:20:36,2018-10-31 17:20:38,-89,
04:D6:AA:2F:E7:95,2018-10-31 17:47:02,2018-10-31 17:47:02,-87,
04:D6:AA:7D:8E:5E,2018-10-31 17:21:22,2018-10-31 17:21:22,-87,
04:D6:AA:8E:31:B4,2018-10-31 17:09:31,2018-10-31 17:09:32,-84,
04:D6:AA:A4:2F:45,2018-10-31 16:54:59,2018-10-31 16:54:59,-96,
04:D6:AA:FD:2A:B6,2018-10-31 17:14:29,2018-10-31 17:14:29,-84,
06:07:8E:30:D4:18,2018-10-31 17:23:01,2018-10-31 17:23:01,-86,
06:2A:8F:98:D1:45,2018-10-31 17:11:44,2018-10-31 17:11:44,-92,
06:39:F0:D8:0C:5C,2018-10-31 17:21:27,2018-10-31 17:21:27,-95,
06:61:76:AB:E3:49,2018-10-31 17:14:58,2018-10-31 17:14:58,-91,
06:68:0F:03:EE:CE,2018-10-31 16:56:49,2018-10-31 16:56:49,-89,
06:6C:1B:C3:53:1A,2018-10-31 17:23:33,2018-10-31 17:23:33,-85,
06:86:27:49:91:F6,2018-10-31 17:05:48,2018-10-31 17:10:59,-57,
06:87:FD:90:34:80,2018-10-31 17:38:37,2018-10-31 17:39:22,-80,
06:88:9C:2E:EB:C3,2018-10-31 17:43:06,2018-10-31 17:43:06,-77,
06:9F:23:F1:6F:07,2018-10-31 16:59:28,2018-10-31 17:03:18,-83,
06:D0:22:F6:97:8C,2018-10-31 17:27:51,2018-10-31 17:27:51,-86,
06:D9:66:AA:CD:D8,2018-10-31 17:28:52,2018-10-31 17:28:52,-94,
06:DA:63:23:94:9A,2018-10-31 16:57:25,2018-10-31 16:57:25,-85,
06:DE:66:57:34:6E,2018-10-31 17:06:01,2018-10-31 17:06:01,-74,
08:08:C2:DF:AF:CD,2018-10-31 17:00:11,2018-10-31 17:00:11,-89,
08:4A:CF:59:EE:F5,2018-10-31 16:56:40,2018-10-31 16:56:40,-90,
08:62:66:5E:EA:CB,2018-10-31 17:45:57,2018-10-31 17:45:57,-86,
08:8C:2C:01:90:FB,2018-10-31 17:07:11,2018-10-31 17:07:11,-75,
08:8C:2C:02:85:5B,2018-10-31 16:52:50,2018-10-31 17:46:42,-92,
08:8C:2C:05:53:8D,2018-10-31 17:13:55,2018-10-31 17:13:55,-87,
08:8C:2C:0D:14:EB,2018-10-31 17:14:44,2018-10-31 17:14:44,-85,
08:8C:2C:0F:65:13,2018-10-31 16:55:39,2018-10-31 16:55:39,-84,
08:8C:2C:19:FD:89,2018-10-31 17:32:19,2018-10-31 17:32:57,-90,
08:8C:2C:C9:C2:1D,2018-10-31 17:14:27,2018-10-31 17:14:27,-96,
08:8C:2C:CA:C9:2D,2018-10-31 17:42:24,2018-10-31 17:42:24,-90,
08:8C:2C:D4:02:5D,2018-10-31 17:10:12,2018-10-31 17:10:13,-86,
08:8C:2C:D4:70:B5,2018-10-31 17:37:24,2018-10-31 17:37:24,-89,
08:8C:2C:D5:C2:91,2018-10-31 16:59:06,2018-10-31 16:59:06,-89,
08:8C:2C:D6:72:B1,2018-10-31 17:02:33,2018-10-31 17:14:25,-73,
08:8C:2C:D9:72:FD,2018-10-31 17:45:24,2018-10-31 17:45:24,-77,
08:8C:2C:DE:0A:CF,2018-10-31 17:47:54,2018-10-31 17:47:57,-86,
08:8C:2C:DE:2E:F9,2018-10-31 16:58:39,2018-10-31 16:58:39,-72,
08:8C:2C:DF:53:0B,2018-10-31 17:20:17,2018-10-31 17:20:17,-92,
08:EE:8B:A1:C0:BB,2018-10-31 17:03:49,2018-10-31 17:03:49,-89,
08:EE:8B:A2:16:E7,2018-10-31 17:27:19,2018-10-31 17:27:21,-75,
08:EE:8B:A7:7C:FD,2018-10-31 17:45:37,2018-10-31 17:45:44,-74,
08:EE:8B:EE:4D:4C,2018-10-31 17:12:46,2018-10-31 17:12:46,-87,
08:EE:8B:F5:D2:14,2018-10-31 17:26:02,2018-10-31 17:26:27,-93,
08:FC:88:46:85:51,2018-10-31 17:29:16,2018-10-31 17:29:22,-88,
08:FD:0E:77:59:D3,2018-10-31 16:55:25,2018-10-31 16:55:25,-91,
0A:0F:F1:FB:84:7E,2018-10-31 17:01:39,2018-10-31 17:01:39,-75,
0A:13:E0:0A:79:02,2018-10-31 17:47:47,2018-10-31 17:47:47,-90,
0A:17:3D:1F:33:C0,2018-10-31 17:10:07,2018-10-31 17:10:07,-86,
0A:2F:34:EB:C3:99,2018-10-31 17:20:16,2018-10-31 17:20:16,-85,
0A:41:FE:38:CD:11,2018-10-31 17:11:27,2018-10-31 17:11:27,-83,
0A:4E:35:7E:AD:03,2018-10-31 17:28:06,2018-10-31 17:28:07,-84,
0A:51:18:6C:72:F5,2018-10-31 17:35:41,2018-10-31 17:35:41,-78,
0A:54:2C:65:88:AB,2018-10-31 17:42:17,2018-10-31 17:42:17,-87,
0A:7C:81:FE:12:A4,2018-10-31 17:33:33,2018-10-31 17:33:33,-82,
0A:86:DC:64:AF:28,2018-10-31 17:06:52,2018-10-31 17:06:52,-74,
0A:C7:58:45:BE:4C,2018-10-31 17:36:52,2018-10-31 17:36:53,-90,
0A:C9:AE:C3:87:48,2018-10-31 17:44:18,2018-10-31 17:44:19,-81,
0A:CF:73:E9:D2:7A,2018-10-31 17:06:47,2018-10-31 17:06:47,-62,
0C:1D:AF:75:61:BD,2018-10-31 17:39:43,2018-10-31 17:39:46,-85,
0C:98:38:0F:1B:61,2018-10-31 16:57:10,2018-10-31 16:57:10,-90,
0C:98:38:12:A5:EF,2018-10-31 17:22:03,2018-10-31 17:22:03,-81,
0C:98:38:13:50:A1,2018-10-31 17:23:04,2018-10-31 17:23:04,-88,
0C:98:38:1E:44:63,2018-10-31 16:53:11,2018-10-31 17:00:42,-78,
0C:98:38:24:18:F1,2018-10-31 17:09:13,2018-10-31 17:09:13,-87,
0C:98:38:53:49:CB,2018-10-31 16:55:28,2018-10-31 16:55:28,-76,
0C:98:38:73:C0:33,2018-10-31 17:02:40,2018-10-31 17:02:40,-86,
0C:98:38:87:47:C9,2018-10-31 17:09:19,2018-10-31 17:09:19,-68,
0C:98:38:B4:8F:29,2018-10-31 17:07:29,2018-10-31 17:07:29,-93,
0C:98:38:C8:DC:FF,2018-10-31 17:41:48,2018-10-31 17:41:48,-86,
0C:98:38:D5:D6:BF,2018-10-31 17:32:49,2018-10-31 17:32:56,-79,
0C:98:38:D9:76:3B,2018-10-31 17:03:59,2018-10-31 17:04:03,-87,
0C:A8:A7:0A:0B:70,2018-10-31 17:32:47,2018-10-31 17:33:32,-83,
0C:A8:A7:0A:13:CE,2018-10-31 17:17:03,2018-10-31 17:17:03,-88,
0C:A8:A7:0E:73:90,2018-10-31 17:11:28,2018-10-31 17:11:28,-87,
0C:A8:A7:14:3B:B6,2018-10-31 17:18:48,2018-10-31 17:18:48,-94,
0C:A8:A7:1A:72:14,2018-10-31 17:21:51,2018-10-31 17:21:51,-85,
0C:A8:A7:1A:D5:90,2018-10-31 17:18:34,2018-10-31 17:18:34,-92,
0C:A8:A7:1B:BD:BA,2018-10-31 17:42:02,2018-10-31 17:42:02,-80,
0C:A8:A7:1C:72:4A,2018-10-31 16:52:42,2018-10-31 16:52:42,-88,
0C:A8:A7:22:80:FE,2018-10-31 17:02:26,2018-10-31 17:39:37,-76,
0C:A8:A7:22:88:7C,2018-10-31 17:48:58,2018-10-31 17:49:02,-84,
0C:A8:A7:22:98:74,2018-10-31 17:29:04,2018-10-31 17:29:06,-75,
0C:A8:A7:23:86:98,2018-10-31 17:33:24,2018-10-31 17:33:24,-92,
0C:A8:A7:2C:0B:ED,2018-10-31 17:33:54,2018-10-31 17:33:54,-92,
0C:A8:A7:35:FD:24,2018-10-31 17:08:44,2018-10-31 17:08:44,-93,
0C:A8:A7:3B:9A:B2,2018-10-31 17:01:02,2018-10-31 17:02:14,-91,
0C:A8:A7:3D:15:68,2018-10-31 17:21:09,2018-10-31 17:23:11,-88,
0C:A8:A7:3D:84:72,2018-10-31 16:54:21,2018-10-31 17:48:38,-79,
0C:A8:A7:4E:BC:50,2018-10-31 17:17:32,2018-10-31 17:48:02,-90,
0C:A8:A7:60:98:2A,2018-10-31 17:03:55,2018-10-31 17:03:56,-82,
0C:A8:A7:61:A9:56,2018-10-31 17:12:14,2018-10-31 17:12:14,-83,
0C:A8:A7:66:8E:28,2018-10-31 17:01:40,2018-10-31 17:01:40,-89,
0C:A8:A7:6B:27:16,2018-10-31 17:32:14,2018-10-31 17:32:14,-94,
0C:A8:A7:6D:6E:CE,2018-10-31 17:22:27,2018-10-31 17:22:27,-90,
0C:A8:A7:6D:7E:F0,2018-10-31 17:45:38,2018-10-31 17:45:38,-88,
0C:A8:A7:74:0D:E6,2018-10-31 17:41:34,2018-10-31 17:41:34,-94,
0C:A8:A7:76:9B:AA,2018-10-31 17:01:53,2018-10-31 17:01:54,-81,
0C:A8:A7:8C:DF:A0,2018-10-31 17:04:10,2018-10-31 17:04:10,-1,
0C:D2:92:F9:A1:B9,2018-10-31 16:59:02,2018-10-31 17:43:03,-56,
0E:0A:BD:E8:93:7B,2018-10-31 17:21:33,2018-10-31 17:21:33,-82,
0E:0C:6B:0D:2B:E9,2018-10-31 17:44:14,2018-10-31 17:44:14,-83,
0E:1A:B2:40:28:9E,2018-10-31 17:48:49,2018-10-31 17:48:49,-89,
0E:1F:CE:93:DB:43,2018-10-31 17:00:52,2018-10-31 17:00:52,-74,
0E:21:23:5D:28:A0,2018-10-31 17:05:10,2018-10-31 17:05:10,-81,
0E:3D:A2:32:F2:48,2018-10-31 17:07:52,2018-10-31 17:07:52,-82,
0E:46:32:2F:B3:76,2018-10-31 17:16:04,2018-10-31 17:16:04,-75,
0E:4F:56:17:E6:A4,2018-10-31 16:54:39,2018-10-31 16:54:39,-83,
0E:55:BA:37:B6:33,2018-10-31 17:35:51,2018-10-31 17:35:57,-77,
0E:5B:74:36:87:79,2018-10-31 17:19:36,2018-10-31 17:21:13,-89,
0E:8E:FC:BD:46:8D,2018-10-31 17:36:34,2018-10-31 17:36:34,-87,
0E:A6:FC:A2:51:B0,2018-10-31 17:17:09,2018-10-31 17:17:09,-82,
0E:C8:32:74:EB:DF,2018-10-31 17:12:46,2018-10-31 17:12:46,-93,
0E:CB:81:BC:A0:1E,2018-10-31 17:02:41,2018-10-31 17:02:41,-91,
0E:EF:E5:AF:FC:5C,2018-10-31 17:24:42,2018-10-31 17:24:42,-63,
0E:F3:31:24:63:29,2018-10-31 17:30:07,2018-10-31 17:30:07,-84,
10:2A:B3:39:AF:9E,2018-10-31 17:23:09,2018-10-31 17:23:09,-89,
10:2A:B3:6C:27:40,2018-10-31 17:15:09,2018-10-31 17:15:09,-86,
10:2A:B3:97:0D:53,2018-10-31 16:53:00,2018-10-31 17:48:18,-78,
10:C6:FC:FF:7C:70,2018-10-31 17:23:57,2018-10-31 17:23:57,-80,
10:F6:81:D6:8F:E5,2018-10-31 17:28:56,2018-10-31 17:29:43,-79,
12:46:1F:43:37:E6,2018-10-31 17:24:28,2018-10-31 17:24:28,-67,
12:7D:01:19:82:F3,2018-10-31 17:23:16,2018-10-31 17:23:16,-63,
12:86:5D:D0:E1:EB,2018-10-31 17:41:06,2018-10-31 17:41:06,-80,
12:90:E4:09:D6:2E,2018-10-31 17:09:49,2018-10-31 17:09:49,-81,
12:9C:A6:E3:19:DB,2018-10-31 17:33:36,2018-10-31 17:33:36,-82,
12:AB:19:EF:E0:CE,2018-10-31 17:13:11,2018-10-31 17:13:11,-82,
12:BD:B9:46:01:7A,2018-10-31 17:28:27,2018-10-31 17:28:27,-80,
12:C1:2A:95:F8:A5,2018-10-31 17:11:50,2018-10-31 17:11:50,-81,
12:C3:F6:53:A4:21,2018-10-31 17:04:30,2018-10-31 17:04:30,-84,
12:CE:B1:28:72:0E,2018-10-31 16:59:46,2018-10-31 16:59:57,-85,
12:DF:4B:DE:9F:FE,2018-10-31 17:25:13,2018-10-31 17:25:13,-54,
12:F7:E8:26:C2:B4,2018-10-31 17:33:36,2018-10-31 17:33:36,-82,
12:FA:AF:A5:D6:71,2018-10-31 17:31:43,2018-10-31 17:31:43,-91,
14:10:9F:E5:E7:53,2018-10-31 16:54:07,2018-10-31 17:45:02,-74,
14:30:C6:A5:6A:3F,2018-10-31 16:53:08,2018-10-31 17:49:17,-91,
14:9A:10:71:EA:1A,2018-10-31 17:47:57,2018-10-31 17:47:57,-91,
14:A3:64:15:11:89,2018-10-31 16:52:45,2018-10-31 16:52:45,-90,
14:A3:64:1A:37:03,2018-10-31 17:12:42,2018-10-31 17:13:25,-90,
14:DD:A9:A6:07:8B,2018-10-31 17:48:52,2018-10-31 17:48:54,-85,
14:DD:A9:B3:F6:95,2018-10-31 17:23:58,2018-10-31 17:23:58,-91,
14:F6:5A:66:6B:F3,2018-10-31 16:57:41,2018-10-31 16:57:41,-88,
14:F6:5A:F4:D6:81,2018-10-31 17:21:31,2018-10-31 17:21:31,-89,
16:03:6A:3A:E9:EF,2018-10-31 17:24:11,2018-10-31 17:24:11,-86,
16:04:00:EE:04:9A,2018-10-31 17:31:41,2018-10-31 17:31:41,-89,
16:19:28:01:84:ED,2018-10-31 17:01:10,2018-10-31 17:01:10,-87,
16:29:88:C5:4F:D8,2018-10-31 17:05:40,2018-10-31 17:05:40,-83,
16:40:32:3A:B6:69,2018-10-31 17:24:21,2018-10-31 17:24:21,-71,
16:4A:4F:22:F3:5B,2018-10-31 17:17:47,2018-10-31 17:17:47,-92,
16:59:40:D6:A6:36,2018-10-31 17:42:13,2018-10-31 17:42:13,-83,
16:5F:21:2A:6B:AB,2018-10-31 17:00:30,2018-10-31 17:00:30,-87,
16:6E:D7:FA:1F:53,2018-10-31 17:33:03,2018-10-31 17:33:03,-85,
16:72:98:01:F0:75,2018-10-31 17:14:03,2018-10-31 17:14:03,-85,
16:83:C6:49:82:E9,2018-10-31 16:56:42,2018-10-31 16:56:42,-53,
16:84:08:35:63:48,2018-10-31 17:12:49,2018-10-31 17:12:49,-83,
16:9A:69:E9:D1:50,2018-10-31 17:02:09,2018-10-31 17:02:09,-89,
16:A7:10:72:DF:5E,2018-10-31 17:39:23,2018-10-31 17:39:34,-85,
16:A9:2E:6D:D7:56,2018-10-31 17:34:24,2018-10-31 17:34:24,-83,
16:BA:2C:7A:AD:BB,2018-10-31 17:17:41,2018-10-31 17:17:41,-80,
16:DA:6C:1D:BF:18,2018-10-31 17:21:09,2018-10-31 17:21:09,-87,
16:DB:56:DD:51:0F,2018-10-31 17:12:51,2018-10-31 17:12:51,-75,
16:DC:98:93:95:C1,2018-10-31 17:07:21,2018-10-31 17:07:21,-85,
16:E9:C0:0D:2C:55,2018-10-31 16:56:16,2018-10-31 16:56:16,-82,
16:FA:73:A5:34:92,2018-10-31 17:03:09,2018-10-31 17:03:09,-86,
18:59:36:36:D8:89,2018-10-31 17:25:37,2018-10-31 17:25:37,-89,
18:65:90:A9:1A:5A,2018-10-31 17:11:34,2018-10-31 17:48:13,-92,
18:89:5B:6C:97:AD,2018-10-31 16:55:26,2018-10-31 16:55:26,-90,
18:89:5B:71:42:2F,2018-10-31 16:53:40,2018-10-31 17:49:13,-85,
18:89:5B:78:42:73,2018-10-31 17:18:22,2018-10-31 17:18:22,-88,
18:89:5B:82:D5:E5,2018-10-31 17:42:08,2018-10-31 17:42:08,-79,
